ENSEMBL	ENTREZID	SYMBOL	GENENAME
ENSG00000248789	105378960	LINC02118	long intergenic non-protein coding RNA 2118
ENSG00000248799	105379164	LOC105379164	uncharacterized LOC105379164
ENSG00000248801	286189	C8orf34-AS1	C8orf34 antisense RNA 1
ENSG00000248809	100505545	LINC01095	long intergenic non-protein coding RNA 1095
ENSG00000248837	105374524	LOC105374524	uncharacterized LOC105374524
ENSG00000248844	101928443	LOC101928443	uncharacterized LOC101928443
ENSG00000248848	10895	PPBPP2	pro-platelet basic protein pseudogene 2
ENSG00000248858	441369	FLJ46284	uncharacterized LOC441369
ENSG00000248859	102577424	LINC01574	long intergenic non-protein coding RNA 1574
ENSG00000248866	643783	USP46-AS1	USP46 antisense RNA 1
ENSG00000248871	407977	TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough
ENSG00000248872	100506122	LOC100506122	uncharacterized LOC100506122
ENSG00000248874	439936	C5orf17	chromosome 5 open reading frame 17
ENSG00000248890	646576	HHIP-AS1	HHIP antisense RNA 1
ENSG00000248893	100124412	FAM138E	family with sequence similarity 138 member E
ENSG00000248905	342184	FMN1	formin 1
ENSG00000248908	340107	LINC02239	long intergenic non-protein coding RNA 2239
ENSG00000248919	100526740	ATP5J2-PTCD1	ATP5J2-PTCD1 readthrough
ENSG00000248920	100287404	USP17L19	ubiquitin specific peptidase 17-like family member 19
ENSG00000248931	109729144	MTCYBP40	mitochondrially encoded cytochrome b pseudogene 40
ENSG00000248932	100507291	LOC100507291	uncharacterized LOC100507291
ENSG00000248933	100287513	USP17L22	ubiquitin specific peptidase 17-like family member 22
ENSG00000248942	102503429	LINC01335	long intergenic non-protein coding RNA 1335
ENSG00000248964	101929470	LOC101929470	uncharacterized LOC101929470
ENSG00000248986	105374374	LOC105374374	uncharacterized LOC105374374
ENSG00000248995	109729131	LINC02231	long intergenic non-protein coding RNA 2231
ENSG00000249035	101927096	CTB-113P19.1	uncharacterized LOC101927096
ENSG00000249054	677784	FAM138D	family with sequence similarity 138 member D
ENSG00000249069	104355136	LINC01033	long intergenic non-protein coding RNA 1033
ENSG00000249073	105664404	WSPAR	WNT signaling pathway activating non-coding RNA
ENSG00000249082	101927953	C5orf66-AS1	C5orf66 antisense RNA 1
ENSG00000249087	148898	ZNF436-AS1	ZNF436 antisense RNA 1
ENSG00000249096	102723766	LINC02362	long intergenic non-protein coding RNA 2362
ENSG00000249104	100287327	USP17L17	ubiquitin specific peptidase 17-like family member 17
ENSG00000249106	101928590	LOC101928590	uncharacterized LOC101928590
ENSG00000249115	23354	HAUS5	HAUS augmin like complex subunit 5
ENSG00000249128	102467225	LINC02215	long intergenic non-protein coding RNA 2215
ENSG00000249131	101929696	PSD2-AS1	PSD2 antisense RNA 1
ENSG00000249138	643036	SLED1	proteoglycan 3 pseudogene
ENSG00000249139	100526773	EPPIN-WFDC6	EPPIN-WFDC6 readthrough
ENSG00000249158	56138	PCDHA11	protocadherin alpha 11
ENSG00000249160	389273	LINC02213	long intergenic non-protein coding RNA 2213
ENSG00000249196	283352	TMEM132D-AS1	TMEM132D antisense RNA 1
ENSG00000249201	101928857	CTD-3080P12.3	uncharacterized LOC101928857
ENSG00000249222	267020	ATP5L2	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G2
ENSG00000249231	643714	CASC16	cancer susceptibility 16 (non-protein coding)
ENSG00000249241	101060498	LINC02265	long intergenic non-protein coding RNA 2265
ENSG00000249242	441027	TMEM150C	transmembrane protein 150C
ENSG00000249252	101929095	LOC101929095	uncharacterized LOC101929095
ENSG00000249267	400084	LINC00939	long intergenic non-protein coding RNA 939
ENSG00000249295	101928924	LOC101928924	uncharacterized LOC101928924
ENSG00000249297	105377536	LINC02174	long intergenic non-protein coding RNA 2174
ENSG00000249306	101928176	LINC01411	long intergenic non-protein coding RNA 1411
ENSG00000249310	100874530	APOBEC3B-AS1	APOBEC3B antisense RNA 1
ENSG00000249317	105377480	LOC105377480	uncharacterized LOC105377480
ENSG00000249326	101929081	CTD-2194D22.4	uncharacterized LOC101929081
ENSG00000249328	101927040	LOC101927040	uncharacterized LOC101927040
ENSG00000249341	100506444	LOC100506444	uncharacterized LOC100506444
ENSG00000249343	101929082	LINC01333	long intergenic non-protein coding RNA 1333
ENSG00000249345	101927592	LINC02405	long intergenic non-protein coding RNA 2405
ENSG00000249346	100507584	LINC01016	long intergenic non-protein coding RNA 1016
ENSG00000249348	100885776	UGDH-AS1	UGDH antisense RNA 1
ENSG00000249364	101928858	LOC101928858	uncharacterized LOC101928858
ENSG00000249375	100270680	CASC11	cancer susceptibility 11 (non-protein coding)
ENSG00000249378	401164	LINC01060	long intergenic non-protein coding RNA 1060
ENSG00000249379	105375095	LOC105375095	uncharacterized LOC105375095
ENSG00000249382	105377245	LOC105377245	uncharacterized LOC105377245
ENSG00000249383	101927274	LINC02071	long intergenic non-protein coding RNA 2071
ENSG00000249388	100240734	LOC100240734	uncharacterized LOC100240734
ENSG00000249396	101929412	LINC02212	long intergenic non-protein coding RNA 2212
ENSG00000249419	101928052	LOC101928052	uncharacterized LOC101928052
ENSG00000249421	103689846	ADAMTS19-AS1	ADAMTS19 antisense RNA 1
ENSG00000249437	4671	NAIP	NLR family apoptosis inhibitory protein
ENSG00000249459	729288	ZNF286B	zinc finger protein 286B
ENSG00000249464	285419	LINC01091	long intergenic non-protein coding RNA 1091
ENSG00000249471	388569	ZNF324B	zinc finger protein 324B
ENSG00000249481	221409	SPATS1	spermatogenesis associated serine rich 1
ENSG00000249484	101927134	LINC01470	long intergenic non-protein coding RNA 1470
ENSG00000249487	101929743	LINC01586	long intergenic non-protein coding RNA 1586
ENSG00000249494	105379143	LOC105379143	uncharacterized LOC105379143
ENSG00000249497	101927207	LINC02075	long intergenic non-protein coding RNA 2075
ENSG00000249500	101928151	LINC01179	long intergenic non-protein coding RNA 1179
ENSG00000249521	101929153	LINC02114	long intergenic non-protein coding RNA 2114
ENSG00000249532	442894	MIR302B	microRNA 302b
ENSG00000249534	101928776	LINC01258	long intergenic non-protein coding RNA 1258
ENSG00000249550	100506465	LINC01234	long intergenic non-protein coding RNA 1234
ENSG00000249551	105379141	LINC02216	long intergenic non-protein coding RNA 2216
ENSG00000249553	100874361	PPP2R2B-IT1	PPP2R2B intronic transcript 1
ENSG00000249574	442497	LOC442497	uncharacterized LOC442497
ENSG00000249581	645104	CLRN2	clarin 2
ENSG00000249584	101928539	LINC02225	long intergenic non-protein coding RNA 2225
ENSG00000249592	100129917	LOC100129917	uncharacterized LOC100129917
ENSG00000249635	101929577	LOC101929577	uncharacterized LOC101929577
ENSG00000249641	100874366	HOXC13-AS	HOXC13 antisense RNA
ENSG00000249647	340073	C5orf66-AS2	C5orf66 antisense RNA 2
ENSG00000249662	102723526	LINC02218	long intergenic non-protein coding RNA 2218
ENSG00000249669	406935	MIR143	microRNA 143
ENSG00000249673	317648	NOP14-AS1	NOP14 antisense RNA 1
ENSG00000249679	105377590	LOC105377590	uncharacterized LOC105377590
ENSG00000249690	729558	LOC729558	uncharacterized LOC729558
ENSG00000249693	100506564	THEGL	theg spermatid protein like
ENSG00000249695	574538	LOC574538	uncharacterized LOC574538
ENSG00000249699	101929199	LINC02261	long intergenic non-protein coding RNA 2261
ENSG00000249700	100506462	SRD5A3-AS1	SRD5A3 antisense RNA 1
ENSG00000249709	163050	ZNF564	zinc finger protein 564
ENSG00000249710	101929353	LOC101929353	uncharacterized LOC101929353
ENSG00000249713	101929109	LOC101929109	uncharacterized LOC101929109
ENSG00000249715	90342	FER1L5	fer-1 like family member 5
ENSG00000249717	100507388	LOC100507388	uncharacterized LOC100507388
ENSG00000249730	391121	OR10J4	olfactory receptor family 10 subfamily J member 4 (gene/pseudogene)
ENSG00000249734	109729133	LINC02236	long intergenic non-protein coding RNA 2236
ENSG00000249738	285626	LOC285626	uncharacterized LOC285626
ENSG00000249740	101926904	LINC01265	long intergenic non-protein coding RNA 1265
ENSG00000249748	100506406	LOC100506406	uncharacterized LOC100506406
ENSG00000249751	641700	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator
ENSG00000249781	285692	LINC02112	long intergenic non-protein coding RNA 2112
ENSG00000249784	677770	SCARNA22	small Cajal body-specific RNA 22
ENSG00000249785	105374698	LINC02103	long intergenic non-protein coding RNA 2103
ENSG00000249808	102467074	LINC01377	long intergenic non-protein coding RNA 1377
ENSG00000249811	100287478	USP17L21	ubiquitin specific peptidase 17-like family member 21
ENSG00000249816	157381	LINC00964	long intergenic non-protein coding RNA 964
ENSG00000249825	101929215	CTD-2201I18.1	uncharacterized LOC101929215
ENSG00000249833	100506907	CCDC37-AS1	CCDC37 antisense RNA 1 (head to head)
ENSG00000249835	105379054	VCAN-AS1	VCAN antisense RNA 1
ENSG00000249853	222537	HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5
ENSG00000249859	5820	PVT1	Pvt1 oncogene (non-protein coding)
ENSG00000249860	100463289	MTRNR2L5	MT-RNR2-like 5
ENSG00000249861	148003	LGALS16	galectin 16
ENSG00000249873	440117	LINC02372	long intergenic non-protein coding RNA 2372
ENSG00000249884	100526767	RNF103-CHMP3	RNF103-CHMP3 readthrough
ENSG00000249885	100874374	ARHGEF38-IT1	ARHGEF38 intronic transcript 1
ENSG00000249906	100288866	LOC100288866	uncharacterized LOC100288866
ENSG00000249908	109729114	BRD9P2	bromodomain containing 9 pseudogene 2
ENSG00000249915	10016	PDCD6	programmed cell death 6
ENSG00000249917	100859921	LINC00536	long intergenic non-protein coding RNA 536
ENSG00000249923	284865	LOC284865	uncharacterized LOC284865
ENSG00000249931	653125	GOLGA8K	golgin A8 family member K
ENSG00000249948	57733	GBA3	glucosylceramidase beta 3 (gene/pseudogene)
ENSG00000249961	283847	TERB1	telomere repeat binding bouquet formation protein 1
ENSG00000249981	107987420	LOC107987420	uncharacterized LOC107987420
ENSG00000249992	25907	TMEM158	transmembrane protein 158 (gene/pseudogene)
ENSG00000249993	85003	BFSP2-AS1	BFSP2 antisense RNA 1
ENSG00000250003	105374731	LINC02107	long intergenic non-protein coding RNA 2107
ENSG00000250007	101928174	LOC101928174	uncharacterized LOC101928174
ENSG00000250021	100526783	C15orf38-AP3S2	C15orf38-AP3S2 readthrough
ENSG00000250026	401136	TMPRSS11BNL	TMPRSS11B N-terminal like, pseudogene
ENSG00000250033	641364	SLC7A11-AS1	SLC7A11 antisense RNA 1
ENSG00000250056	255167	LINC01018	long intergenic non-protein coding RNA 1018
ENSG00000250062	101929064	LOC101929064	uncharacterized LOC101929064
ENSG00000250067	374887	YJEFN3	YjeF N-terminal domain containing 3
ENSG00000250072	255187	LOC255187	uncharacterized LOC255187
ENSG00000250073	101929340	LOC101929340	uncharacterized LOC101929340
ENSG00000250075	101927237	LOC101927237	uncharacterized LOC101927237
ENSG00000250092	105374516	LOC105374516	uncharacterized LOC105374516
ENSG00000250095	100873948	NREP-AS1	NREP antisense RNA 1
ENSG00000250107	253962	CACNA1G-AS1	CACNA1G antisense RNA 1
ENSG00000250116	100506142	LOC100506142	uncharacterized LOC100506142
ENSG00000250120	56139	PCDHA10	protocadherin alpha 10
ENSG00000250125	401134	LINC02232	long intergenic non-protein coding RNA 2232
ENSG00000250127	101928600	LINC02108	long intergenic non-protein coding RNA 2108
ENSG00000250133	100874364	HOXC-AS2	HOXC cluster antisense RNA 2
ENSG00000250151	10093	ARPC4	actin related protein 2/3 complex subunit 4
ENSG00000250156	102546226	LINC02060	long intergenic non-protein coding RNA 2060
ENSG00000250174	100873940	MYLK-AS2	MYLK antisense RNA 2
ENSG00000250195	105377448	LOC105377448	uncharacterized LOC105377448
ENSG00000250208	440119	FZD10-AS1	FZD10 antisense RNA 1 (head to head)
ENSG00000250218	100874204	ALDH1L1-AS1	ALDH1L1 antisense RNA 1
ENSG00000250223	100874275	LINC01216	long intergenic non-protein coding RNA 1216
ENSG00000250230	101927495	LOC101927495	uncharacterized LOC101927495
ENSG00000250241	101927359	LOC101927359	uncharacterized LOC101927359
ENSG00000250250	101929472	CTD-2350J17.1	uncharacterized LOC101929472
ENSG00000250254	10744	PTTG2	pituitary tumor-transforming 2
ENSG00000250286	105371824	LOC105371824	uncharacterized LOC105371824
ENSG00000250295	101926926	RDH10-AS1	RDH10 antisense RNA 1
ENSG00000250298	100507096	GIMD1	GIMAP family P-loop NTPase domain containing 1
ENSG00000250302	152578	LINC01618	long intergenic non-protein coding RNA 1618
ENSG00000250303	283140	LOC283140	uncharacterized LOC283140
ENSG00000250305	57604	KIAA1456	KIAA1456
ENSG00000250312	255403	ZNF718	zinc finger protein 718
ENSG00000250313	101928769	LINC02229	long intergenic non-protein coding RNA 2229
ENSG00000250317	389203	SMIM20	small integral membrane protein 20
ENSG00000250326	105377623	LOC105377623	uncharacterized LOC105377623
ENSG00000250328	153163	MGC32805	uncharacterized LOC153163
ENSG00000250331	102546227	LINC01340	long intergenic non-protein coding RNA 1340
ENSG00000250334	100506035	LINC00989	long intergenic non-protein coding RNA 989
ENSG00000250337	643401	LINC01021	long intergenic non-protein coding RNA 1021
ENSG00000250340	105377671	LOC105377671	uncharacterized LOC105377671
ENSG00000250361	2994	GYPB	glycophorin B (MNS blood group)
ENSG00000250365	101927124	LOC101927124	uncharacterized LOC101927124
ENSG00000250366	100507043	TUNAR	TCL1 upstream neural differentiation-associated RNA
ENSG00000250378	107986453	LOC107986453	uncharacterized LOC107986453
ENSG00000250392	100996694	LOC100996694	uncharacterized LOC100996694
ENSG00000250400	728724	LINC00977	long intergenic non-protein coding RNA 977
ENSG00000250417	101929034	LINC02116	long intergenic non-protein coding RNA 2116
ENSG00000250420	729522	AACSP1	acetoacetyl-CoA synthetase pseudogene 1
ENSG00000250423	57481	KIAA1210	KIAA1210
ENSG00000250426	100130017	FTLP10	ferritin light chain pseudogene 10
ENSG00000250427	100505811	LINC02148	long intergenic non-protein coding RNA 2148
ENSG00000250432	105379478	LINC01598	long intergenic non-protein coding RNA 1598
ENSG00000250433	101927808	CLSTN2-AS1	CLSTN2 antisense RNA 1
ENSG00000250436	728040	LOC728040	hCG1813624
ENSG00000250447	105378966	LINC02105	long intergenic non-protein coding RNA 2105
ENSG00000250451	100874363	HOXC-AS1	HOXC cluster antisense RNA 1
ENSG00000250456	339978	LINC02260	long intergenic non-protein coding RNA 2260
ENSG00000250479	400916	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10
ENSG00000250486	152756	FAM218A	family with sequence similarity 218 member A
ENSG00000250488	109729132	LINC02233	long intergenic non-protein coding RNA 2233
ENSG00000250490	401172	LINC02145	long intergenic non-protein coding RNA 2145
ENSG00000250493	101929227	LOC101929227	uncharacterized LOC101929227
ENSG00000250506	1018	CDK3	cyclin dependent kinase 3
ENSG00000250508	105369364	LOC105369364	uncharacterized LOC105369364
ENSG00000250510	27239	GPR162	G protein-coupled receptor 162
ENSG00000250514	101928203	LINC02125	long intergenic non-protein coding RNA 2125
ENSG00000250529	105374631	LINC02121	long intergenic non-protein coding RNA 2121
ENSG00000250538	107986321	LOC107986321	uncharacterized LOC107986321
ENSG00000250546	101928978	LOC101928978	uncharacterized LOC101928978
ENSG00000250548	101927780	LOC101927780	uncharacterized LOC101927780
ENSG00000250564	102546229	LOC102546229	uncharacterized LOC102546229
ENSG00000250565	90423	ATP6V1E2	ATPase H+ transporting V1 subunit E2
ENSG00000250571	2738	GLI4	GLI family zinc finger 4
ENSG00000250582	101927659	SMAD1-AS2	SMAD1 antisense RNA 2
ENSG00000250584	100506791	LINC01511	long intergenic non-protein coding RNA 1511
ENSG00000250590	100506272	LOC100506272	uncharacterized LOC100506272
ENSG00000250608	339874	LOC339874	uncharacterized LOC339874
ENSG00000250624	109729119	MTCYBP43	mitochondrially encoded cytochrome b pseudogene 43
ENSG00000250626	101930028	LOC101930028	uncharacterized LOC101930028
ENSG00000250632	100133461	LINC02171	long intergenic non-protein coding RNA 2171
ENSG00000250634	101929071	LINC01182	long intergenic non-protein coding RNA 1182
ENSG00000250654	100240735	LOC100240735	uncharacterized LOC100240735
ENSG00000250666	105377617	LINC01596	long intergenic non-protein coding RNA 1596
ENSG00000250668	101929261	LINC02123	long intergenic non-protein coding RNA 2123
ENSG00000250673	345051	LOC345051	hCG38984
ENSG00000250696	105377267	LOC105377267	uncharacterized LOC105377267
ENSG00000250709	100526761	CCDC169-SOHLH2	CCDC169-SOHLH2 readthrough
ENSG00000250716	102467075	LINC01017	long intergenic non-protein coding RNA 1017
ENSG00000250719	8503	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
ENSG00000250722	6414	SELENOP	selenoprotein P
ENSG00000250739	101928971	LINC01262	long intergenic non-protein coding RNA 1262
ENSG00000250741	100526794	NT5C1B-RDH14	NT5C1B-RDH14 readthrough
ENSG00000250742	400043	LINC02381	long intergenic non-protein coding RNA 2381
ENSG00000250745	100287441	USP17L20	ubiquitin specific peptidase 17-like family member 20
ENSG00000250748	105369187	LOC105369187	uncharacterized LOC105369187
ENSG00000250771	100419170	LOC100419170	toll like receptor 2 pseudogene
ENSG00000250772	101927007	LINC01365	long intergenic non-protein coding RNA 1365
ENSG00000250781	105374428	LOC105374428	uncharacterized LOC105374428
ENSG00000250786	100505806	SNHG18	small nucleolar RNA host gene 18
ENSG00000250799	58510	PRODH2	proline dehydrogenase 2
ENSG00000250803	100505841	LOC100505841	zinc finger protein 474-like
ENSG00000250819	101929123	LOC101929123	uncharacterized LOC101929123
ENSG00000250822	401177	LINC02111	long intergenic non-protein coding RNA 2111
ENSG00000250844	100287364	USP17L18	ubiquitin specific peptidase 17-like family member 18
ENSG00000250846	100144602	EPHA5-AS1	EPHA5 antisense RNA 1
ENSG00000250878	121952	METTL21EP	methyltransferase like 21E, pseudogene
ENSG00000250888	105616916	LINC01455	long intergenic non-protein coding RNA 1455
ENSG00000250889	104326191	LINC01336	long intergenic non-protein coding RNA 1336
ENSG00000250902	104326058	SMAD1-AS1	SMAD1 antisense RNA 1
ENSG00000250910	102724776	LOC102724776	uncharacterized LOC102724776
ENSG00000250930	100873939	LNX1-AS1	LNX1 antisense RNA 1
ENSG00000250947	106478968	TRPC7-AS2	TRPC7 antisense RNA 2
ENSG00000250954	101928622	LOC101928622	uncharacterized LOC101928622
ENSG00000250958	100861468	LINC00492	long intergenic non-protein coding RNA 492
ENSG00000250959	2749	GLUD1P3	glutamate dehydrogenase 1 pseudogene 3
ENSG00000250968	100506107	LINC02382	long intergenic non-protein coding RNA 2382
ENSG00000250988	100505616	SNHG21	small nucleolar RNA host gene 21
ENSG00000251011	101927455	TMEM108-AS1	TMEM108 antisense RNA 1
ENSG00000251015	100874259	SLC25A30-AS1	SLC25A30 antisense RNA 1
